Chessboard matrixes  Code  2434
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           3
     1        2           1
     1       12           4
     1       13           1
     1       14           1
     1       24           0
     1      133           0
     1      134           3
     1      144           0
     2        1           2
     2        2           2
     2        3           1
     2       13           2
     2       14           4
     2       15           0
     2      133           0
     2      134           4
     2      135           1
     3        2           1
     3        3           2
     3        4           4
     3       14           1
     3       15           2
     3       16           2
     3      134           2
     3      135           4
     3      136           4
     4        3           4
     4        4           0
     4        5           4
     4       15           4
     4       16           1
     4       17           2
     4      135           4
     4      136           0
     4      137           3
     5        4           3
     5        5           2
     5        6           2
     5       16           1
     5       17           3
     5       18           2
     5      136           1
     5      137           1
     5      138           0
     6        5           3
     6        6           3
     6        7           1
     6       17           0
     6       18           2
     6       19           4
     6      137           0
     6      138           3
     6      139           3
     7        6           3
     7        7           2
     7        8           3
     7       18           1
     7       19           3
     7       20           1
     7      138           2
     7      139           1
     7      140           1
     8        7           2
     8        8           0
     8        9           0
     8       19           0
     8       20           0
     8       21           4
     8      139           2
     8      140           2
     8      141           1
     9        8           4
     9        9           0
     9       10           0
     9       20           4
     9       21           2
     9       22           2
     9      140           3
     9      141           0
     9      142           2
    10        9           1
    10       10           0
    10       11           2
    10       21           3
    10       22           3
    10       23           2
    10      141           4
    10      142           0
    10      143           3
    11       10           2
    11       11           3
    11       12           3
    11       22           3
    11       23           4
    11       24           2
    11      142           4
    11      143           3
    11      144           4
    12        1           2
    12       11           4
    12       12           4
    12       13           0
    12       23           4
    12       24           4
    12      133           3
    12      143           4
    12      144           0
    13        1           1
    13        2           4
    13       12           0
    13       13           1
    13       14           3
    13       24           1
    13       25           2
    13       26           0
    13       36           0
    14        1           0
    14        2           4
    14        3           0
    14       13           4
    14       14           2
    14       15           2
    14       25           1
    14       26           2
    14       27           2
    15        2           1
    15        3           3
    15        4           1
    15       14           2
    15       15           0
    15       16           4
    15       26           0
    15       27           0
    15       28           3
    16        3           3
    16        4           2
    16        5           1
    16       15           1
    16       16           1
    16       17           1
    16       27           2
    16       28           4
    16       29           1
    17        4           1
    17        5           0
    17        6           1
    17       16           0
    17       17           0
    17       18           4
    17       28           0
    17       29           3
    17       30           3
    18        5           2
    18        6           2
    18        7           0
    18       17           3
    18       18           2
    18       19           0
    18       29           3
    18       30           2
    18       31           1
    19        6           1
    19        7           4
    19        8           2
    19       18           1
    19       19           1
    19       20           1
    19       30           3
    19       31           4
    19       32           1
    20        7           4
    20        8           3
    20        9           1
    20       19           1
    20       20           0
    20       21           1
    20       31           0
    20       32           1
    20       33           1
    21        8           0
    21        9           3
    21       10           1
    21       20           3
    21       21           1
    21       22           0
    21       32           0
    21       33           0
    21       34           0
    22        9           4
    22       10           1
    22       11           3
    22       21           0
    22       22           4
    22       23           2
    22       33           1
    22       34           1
    22       35           3
    23       10           4
    23       11           3
    23       12           2
    23       22           1
    23       23           0
    23       24           1
    23       34           4
    23       35           3
    23       36           4
    24        1           0
    24       11           3
    24       12           2
    24       13           2
    24       23           3
    24       24           3
    24       25           0
    24       35           4
    24       36           2
    25       13           3
    25       14           1
    25       24           2
    25       25           4
    25       26           4
    25       36           0
    25       37           0
    25       38           3
    25       48           3
    26       13           0
    26       14           4
    26       15           2
    26       25           1
    26       26           4
    26       27           0
    26       37           2
    26       38           0
    26       39           1
    27       14           2
    27       15           0
    27       16           1
    27       26           4
    27       27           0
    27       28           4
    27       38           0
    27       39           2
    27       40           0
    28       15           1
    28       16           1
    28       17           4
    28       27           4
    28       28           1
    28       29           4
    28       39           1
    28       40           3
    28       41           1
    29       16           1
    29       17           3
    29       18           1
    29       28           1
    29       29           0
    29       30           4
    29       40           3
    29       41           2
    29       42           0
    30       17           2
    30       18           2
    30       19           0
    30       29           0
    30       30           0
    30       31           3
    30       41           4
    30       42           1
    30       43           0
    31       18           2
    31       19           1
    31       20           2
    31       30           3
    31       31           1
    31       32           1
    31       42           3
    31       43           1
    31       44           2
    32       19           1
    32       20           1
    32       21           1
    32       31           2
    32       32           4
