Chessboard matrixes  Code  1734
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           2
     1        2           2
     1       12           2
     1       13           4
     1       14           4
     1       24           4
     1      133           1
     1      134           4
     1      144           0
     2        1           2
     2        2           1
     2        3           4
     2       13           4
     2       14           0
     2       15           2
     2      133           0
     2      134           3
     2      135           3
     3        2           2
     3        3           1
     3        4           3
     3       14           3
     3       15           3
     3       16           1
     3      134           0
     3      135           2
     3      136           0
     4        3           2
     4        4           1
     4        5           2
     4       15           2
     4       16           0
     4       17           4
     4      135           2
     4      136           2
     4      137           4
     5        4           1
     5        5           3
     5        6           3
     5       16           3
     5       17           1
     5       18           4
     5      136           0
     5      137           3
     5      138           2
     6        5           4
     6        6           1
     6        7           3
     6       17           0
     6       18           4
     6       19           4
     6      137           2
     6      138           1
     6      139           2
     7        6           3
     7        7           3
     7        8           0
     7       18           1
     7       19           0
     7       20           1
     7      138           2
     7      139           4
     7      140           4
     8        7           0
     8        8           2
     8        9           0
     8       19           4
     8       20           0
     8       21           4
     8      139           0
     8      140           4
     8      141           1
     9        8           4
     9        9           3
     9       10           2
     9       20           1
     9       21           0
     9       22           1
     9      140           2
     9      141           0
     9      142           1
    10        9           3
    10       10           4
    10       11           0
    10       21           0
    10       22           0
    10       23           4
    10      141           2
    10      142           4
    10      143           2
    11       10           4
    11       11           1
    11       12           4
    11       22           1
    11       23           0
    11       24           4
    11      142           3
    11      143           1
    11      144           0
    12        1           3
    12       11           0
    12       12           4
    12       13           3
    12       23           3
    12       24           4
    12      133           2
    12      143           3
    12      144           4
    13        1           4
    13        2           3
    13       12           1
    13       13           1
    13       14           3
    13       24           3
    13       25           0
    13       26           4
    13       36           2
    14        1           4
    14        2           3
    14        3           3
    14       13           2
    14       14           1
    14       15           2
    14       25           0
    14       26           1
    14       27           2
    15        2           4
    15        3           1
    15        4           4
    15       14           3
    15       15           3
    15       16           3
    15       26           0
    15       27           2
    15       28           2
    16        3           3
    16        4           1
    16        5           3
    16       15           1
    16       16           4
    16       17           0
    16       27           1
    16       28           1
    16       29           0
    17        4           2
    17        5           0
    17        6           4
    17       16           1
    17       17           3
    17       18           4
    17       28           4
    17       29           2
    17       30           3
    18        5           1
    18        6           2
    18        7           4
    18       17           4
    18       18           4
    18       19           3
    18       29           2
    18       30           4
    18       31           0
    19        6           1
    19        7           2
    19        8           2
    19       18           0
    19       19           4
    19       20           0
    19       30           2
    19       31           2
    19       32           1
    20        7           0
    20        8           2
    20        9           2
    20       19           3
    20       20           2
    20       21           3
    20       31           2
    20       32           2
    20       33           1
    21        8           1
    21        9           3
    21       10           4
    21       20           3
    21       21           1
    21       22           0
    21       32           4
    21       33           3
    21       34           1
    22        9           1
    22       10           2
    22       11           4
    22       21           2
    22       22           2
    22       23           1
    22       33           2
    22       34           3
    22       35           0
    23       10           2
    23       11           2
    23       12           4
    23       22           4
    23       23           0
    23       24           0
    23       34           3
    23       35           3
    23       36           0
    24        1           2
    24       11           2
    24       12           3
    24       13           1
    24       23           0
    24       24           0
    24       25           1
    24       35           2
    24       36           0
    25       13           0
    25       14           4
    25       24           3
    25       25           0
    25       26           0
    25       36           0
    25       37           4
    25       38           4
    25       48           3
    26       13           0
    26       14           0
    26       15           3
    26       25           4
    26       26           3
    26       27           1
    26       37           1
    26       38           4
    26       39           2
    27       14           1
    27       15           3
    27       16           4
    27       26           0
    27       27           1
    27       28           2
    27       38           4
    27       39           0
    27       40           2
    28       15           1
    28       16           0
    28       17           0
    28       27           2
    28       28           2
    28       29           0
    28       39           0
    28       40           3
    28       41           1
    29       16           1
    29       17           4
    29       18           0
    29       28           1
    29       29           1
    29       30           4
    29       40           2
    29       41           3
    29       42           4
    30       17           0
    30       18           4
    30       19           1
    30       29           1
    30       30           4
    30       31           4
    30       41           0
    30       42           1
    30       43           0
    31       18           3
    31       19           2
    31       20           0
    31       30           2
    31       31           4
    31       32           2
    31       42           2
    31       43           2
    31       44           0
    32       19           3
    32       20           3
    32       21           1
    32       31           3
    32       32           0
