Chessboard matrixes  Code   334
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           3
     1        2           4
     1       12           3
     1       13           1
     1       14           1
     1       24           3
     1      133           4
     1      134           0
     1      144           1
     2        1           3
     2        2           4
     2        3           3
     2       13           4
     2       14           2
     2       15           1
     2      133           4
     2      134           0
     2      135           2
     3        2           3
     3        3           4
     3        4           2
     3       14           3
     3       15           1
     3       16           4
     3      134           2
     3      135           2
     3      136           1
     4        3           2
     4        4           4
     4        5           3
     4       15           4
     4       16           4
     4       17           3
     4      135           0
     4      136           4
     4      137           2
     5        4           0
     5        5           2
     5        6           0
     5       16           2
     5       17           1
     5       18           3
     5      136           0
     5      137           0
     5      138           2
     6        5           1
     6        6           2
     6        7           2
     6       17           0
     6       18           2
     6       19           2
     6      137           0
     6      138           2
     6      139           1
     7        6           3
     7        7           4
     7        8           0
     7       18           2
     7       19           0
     7       20           0
     7      138           3
     7      139           3
     7      140           1
     8        7           1
     8        8           2
     8        9           0
     8       19           4
     8       20           1
     8       21           2
     8      139           1
     8      140           4
     8      141           1
     9        8           0
     9        9           3
     9       10           2
     9       20           4
     9       21           1
     9       22           3
     9      140           0
     9      141           1
     9      142           0
    10        9           2
    10       10           3
    10       11           1
    10       21           0
    10       22           0
    10       23           4
    10      141           4
    10      142           2
    10      143           0
    11       10           4
    11       11           2
    11       12           0
    11       22           0
    11       23           3
    11       24           4
    11      142           1
    11      143           2
    11      144           2
    12        1           4
    12       11           2
    12       12           4
    12       13           0
    12       23           1
    12       24           4
    12      133           4
    12      143           4
    12      144           0
    13        1           3
    13        2           1
    13       12           2
    13       13           4
    13       14           4
    13       24           1
    13       25           4
    13       26           2
    13       36           2
    14        1           3
    14        2           2
    14        3           3
    14       13           3
    14       14           4
    14       15           1
    14       25           2
    14       26           2
    14       27           1
    15        2           4
    15        3           0
    15        4           1
    15       14           0
    15       15           4
    15       16           0
    15       26           0
    15       27           1
    15       28           3
    16        3           2
    16        4           2
    16        5           0
    16       15           0
    16       16           1
    16       17           3
    16       27           0
    16       28           4
    16       29           4
    17        4           3
    17        5           1
    17        6           1
    17       16           4
    17       17           4
    17       18           0
    17       28           1
    17       29           0
    17       30           1
    18        5           2
    18        6           2
    18        7           3
    18       17           1
    18       18           3
    18       19           0
    18       29           0
    18       30           2
    18       31           2
    19        6           2
    19        7           3
    19        8           2
    19       18           3
    19       19           4
    19       20           2
    19       30           1
    19       31           3
    19       32           1
    20        7           1
    20        8           0
    20        9           0
    20       19           1
    20       20           3
    20       21           1
    20       31           3
    20       32           4
    20       33           4
    21        8           0
    21        9           3
    21       10           0
    21       20           2
    21       21           1
    21       22           4
    21       32           2
    21       33           1
    21       34           0
    22        9           0
    22       10           4
    22       11           1
    22       21           2
    22       22           2
    22       23           0
    22       33           1
    22       34           3
    22       35           4
    23       10           2
    23       11           4
    23       12           4
    23       22           4
    23       23           4
    23       24           2
    23       34           2
    23       35           4
    23       36           1
    24        1           2
    24       11           4
    24       12           0
    24       13           4
    24       23           4
    24       24           0
    24       25           3
    24       35           3
    24       36           3
    25       13           0
    25       14           0
    25       24           1
    25       25           4
    25       26           3
    25       36           4
    25       37           4
    25       38           1
    25       48           3
    26       13           0
    26       14           2
    26       15           0
    26       25           0
    26       26           1
    26       27           3
    26       37           4
    26       38           2
    26       39           4
    27       14           4
    27       15           4
    27       16           1
    27       26           2
    27       27           3
    27       28           4
    27       38           3
    27       39           2
    27       40           2
    28       15           2
    28       16           4
    28       17           3
    28       27           0
    28       28           4
    28       29           2
    28       39           3
    28       40           4
    28       41           0
    29       16           1
    29       17           2
    29       18           3
    29       28           2
    29       29           1
    29       30           3
    29       40           2
    29       41           1
    29       42           2
    30       17           2
    30       18           4
    30       19           1
    30       29           4
    30       30           2
    30       31           2
    30       41           3
    30       42           0
    30       43           1
    31       18           4
    31       19           3
    31       20           1
    31       30           0
    31       31           4
    31       32           0
    31       42           4
    31       43           2
    31       44           2
    32       19           3
    32       20           1
    32       21           0
    32       31           1
    32       32           0
