Chessboard matrixes  Code  2834
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           2
     1        2           3
     1       12           2
     1       13           0
     1       14           1
     1       24           0
     1      133           2
     1      134           2
     1      144           0
     2        1           3
     2        2           2
     2        3           3
     2       13           4
     2       14           0
     2       15           3
     2      133           4
     2      134           3
     2      135           4
     3        2           3
     3        3           1
     3        4           4
     3       14           0
     3       15           3
     3       16           2
     3      134           2
     3      135           4
     3      136           0
     4        3           1
     4        4           1
     4        5           0
     4       15           1
     4       16           4
     4       17           4
     4      135           2
     4      136           1
     4      137           0
     5        4           2
     5        5           0
     5        6           0
     5       16           4
     5       17           2
     5       18           2
     5      136           1
     5      137           1
     5      138           1
     6        5           1
     6        6           2
     6        7           3
     6       17           3
     6       18           2
     6       19           0
     6      137           0
     6      138           0
     6      139           2
     7        6           4
     7        7           4
     7        8           3
     7       18           3
     7       19           4
     7       20           3
     7      138           3
     7      139           4
     7      140           0
     8        7           0
     8        8           3
     8        9           0
     8       19           3
     8       20           4
     8       21           4
     8      139           4
     8      140           2
     8      141           4
     9        8           2
     9        9           0
     9       10           0
     9       20           0
     9       21           0
     9       22           4
     9      140           1
     9      141           2
     9      142           0
    10        9           3
    10       10           2
    10       11           1
    10       21           2
    10       22           1
    10       23           0
    10      141           2
    10      142           0
    10      143           2
    11       10           4
    11       11           1
    11       12           3
    11       22           0
    11       23           1
    11       24           1
    11      142           0
    11      143           4
    11      144           1
    12        1           1
    12       11           1
    12       12           4
    12       13           3
    12       23           3
    12       24           4
    12      133           2
    12      143           2
    12      144           4
    13        1           2
    13        2           3
    13       12           4
    13       13           1
    13       14           1
    13       24           3
    13       25           2
    13       26           0
    13       36           3
    14        1           0
    14        2           4
    14        3           2
    14       13           4
    14       14           1
    14       15           3
    14       25           0
    14       26           0
    14       27           3
    15        2           1
    15        3           3
    15        4           1
    15       14           2
    15       15           4
    15       16           0
    15       26           1
    15       27           0
    15       28           0
    16        3           4
    16        4           1
    16        5           4
    16       15           3
    16       16           0
    16       17           4
    16       27           4
    16       28           1
    16       29           1
    17        4           2
    17        5           4
    17        6           4
    17       16           4
    17       17           1
    17       18           1
    17       28           1
    17       29           3
    17       30           0
    18        5           2
    18        6           3
    18        7           1
    18       17           4
    18       18           3
    18       19           1
    18       29           1
    18       30           1
    18       31           3
    19        6           1
    19        7           3
    19        8           1
    19       18           0
    19       19           2
    19       20           1
    19       30           3
    19       31           0
    19       32           1
    20        7           1
    20        8           0
    20        9           1
    20       19           1
    20       20           4
    20       21           3
    20       31           1
    20       32           2
    20       33           2
    21        8           3
    21        9           3
    21       10           0
    21       20           1
    21       21           3
    21       22           0
    21       32           2
    21       33           3
    21       34           4
    22        9           3
    22       10           4
    22       11           4
    22       21           1
    22       22           0
    22       23           0
    22       33           1
    22       34           4
    22       35           1
    23       10           4
    23       11           1
    23       12           4
    23       22           1
    23       23           1
    23       24           2
    23       34           0
    23       35           3
    23       36           3
    24        1           1
    24       11           1
    24       12           4
    24       13           1
    24       23           2
    24       24           3
    24       25           2
    24       35           0
    24       36           4
    25       13           2
    25       14           0
    25       24           0
    25       25           3
    25       26           4
    25       36           4
    25       37           1
    25       38           0
    25       48           4
    26       13           2
    26       14           2
    26       15           1
    26       25           3
    26       26           0
    26       27           4
    26       37           0
    26       38           3
    26       39           1
    27       14           3
    27       15           1
    27       16           1
    27       26           2
    27       27           3
    27       28           2
    27       38           0
    27       39           2
    27       40           0
    28       15           1
    28       16           1
    28       17           0
    28       27           1
    28       28           2
    28       29           0
    28       39           3
    28       40           4
    28       41           1
    29       16           3
    29       17           3
    29       18           4
    29       28           1
    29       29           3
    29       30           2
    29       40           2
    29       41           4
    29       42           4
    30       17           2
    30       18           0
    30       19           3
    30       29           2
    30       30           0
    30       31           3
    30       41           1
    30       42           2
    30       43           1
    31       18           2
    31       19           3
    31       20           3
    31       30           3
    31       31           0
    31       32           2
    31       42           2
    31       43           1
    31       44           1
    32       19           0
    32       20           1
    32       21           0
    32       31           0
    32       32           4
