Chessboard matrixes  Code  1234
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           2
     1        2           4
     1       12           4
     1       13           2
     1       14           2
     1       24           1
     1      133           4
     1      134           2
     1      144           3
     2        1           3
     2        2           0
     2        3           0
     2       13           0
     2       14           1
     2       15           3
     2      133           4
     2      134           3
     2      135           2
     3        2           1
     3        3           2
     3        4           3
     3       14           0
     3       15           2
     3       16           3
     3      134           4
     3      135           2
     3      136           3
     4        3           3
     4        4           1
     4        5           3
     4       15           4
     4       16           4
     4       17           2
     4      135           3
     4      136           3
     4      137           4
     5        4           4
     5        5           2
     5        6           3
     5       16           4
     5       17           3
     5       18           0
     5      136           0
     5      137           1
     5      138           0
     6        5           4
     6        6           4
     6        7           1
     6       17           4
     6       18           0
     6       19           3
     6      137           1
     6      138           3
     6      139           1
     7        6           1
     7        7           4
     7        8           0
     7       18           0
     7       19           1
     7       20           1
     7      138           3
     7      139           4
     7      140           4
     8        7           2
     8        8           1
     8        9           0
     8       19           1
     8       20           0
     8       21           0
     8      139           1
     8      140           2
     8      141           3
     9        8           4
     9        9           0
     9       10           4
     9       20           3
     9       21           2
     9       22           1
     9      140           0
     9      141           4
     9      142           2
    10        9           1
    10       10           0
    10       11           3
    10       21           0
    10       22           2
    10       23           3
    10      141           0
    10      142           3
    10      143           3
    11       10           0
    11       11           3
    11       12           4
    11       22           4
    11       23           3
    11       24           4
    11      142           0
    11      143           2
    11      144           4
    12        1           0
    12       11           4
    12       12           1
    12       13           1
    12       23           2
    12       24           4
    12      133           0
    12      143           0
    12      144           4
    13        1           4
    13        2           4
    13       12           1
    13       13           2
    13       14           3
    13       24           3
    13       25           4
    13       26           3
    13       36           3
    14        1           4
    14        2           3
    14        3           4
    14       13           3
    14       14           2
    14       15           2
    14       25           3
    14       26           0
    14       27           2
    15        2           2
    15        3           3
    15        4           0
    15       14           4
    15       15           0
    15       16           0
    15       26           3
    15       27           1
    15       28           3
    16        3           3
    16        4           1
    16        5           3
    16       15           4
    16       16           2
    16       17           3
    16       27           1
    16       28           3
    16       29           0
    17        4           3
    17        5           0
    17        6           2
    17       16           2
    17       17           4
    17       18           0
    17       28           0
    17       29           4
    17       30           3
    18        5           4
    18        6           2
    18        7           4
    18       17           3
    18       18           4
    18       19           2
    18       29           3
    18       30           0
    18       31           1
    19        6           2
    19        7           2
    19        8           4
    19       18           1
    19       19           4
    19       20           1
    19       30           4
    19       31           1
    19       32           4
    20        7           4
    20        8           2
    20        9           1
    20       19           2
    20       20           2
    20       21           0
    20       31           1
    20       32           1
    20       33           0
    21        8           0
    21        9           0
    21       10           2
    21       20           4
    21       21           0
    21       22           0
    21       32           2
    21       33           1
    21       34           3
    22        9           2
    22       10           0
    22       11           3
    22       21           1
    22       22           2
    22       23           4
    22       33           4
    22       34           0
    22       35           1
    23       10           4
    23       11           4
    23       12           3
    23       22           1
    23       23           2
    23       24           4
    23       34           4
    23       35           3
    23       36           0
    24        1           0
    24       11           4
    24       12           3
    24       13           4
    24       23           1
    24       24           3
    24       25           0
    24       35           1
    24       36           3
    25       13           0
    25       14           1
    25       24           4
    25       25           4
    25       26           1
    25       36           4
    25       37           0
    25       38           4
    25       48           3
    26       13           1
    26       14           3
    26       15           1
    26       25           3
    26       26           0
    26       27           2
    26       37           4
    26       38           0
    26       39           3
    27       14           3
    27       15           2
    27       16           0
    27       26           0
    27       27           1
    27       28           2
    27       38           4
    27       39           1
    27       40           0
    28       15           4
    28       16           0
    28       17           2
    28       27           2
    28       28           4
    28       29           2
    28       39           0
    28       40           4
    28       41           3
    29       16           0
    29       17           0
    29       18           1
    29       28           2
    29       29           2
    29       30           0
    29       40           0
    29       41           4
    29       42           3
    30       17           1
    30       18           1
    30       19           0
    30       29           1
    30       30           3
    30       31           0
    30       41           2
    30       42           4
    30       43           3
    31       18           1
    31       19           4
    31       20           1
    31       30           4
    31       31           0
    31       32           2
    31       42           2
    31       43           4
    31       44           3
    32       19           0
    32       20           4
    32       21           3
    32       31           2
    32       32           2
