Chessboard matrixes  Code  1334
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           3
     1        2           0
     1       12           4
     1       13           0
     1       14           0
     1       24           0
     1      133           4
     1      134           0
     1      144           0
     2        1           1
     2        2           0
     2        3           1
     2       13           2
     2       14           4
     2       15           4
     2      133           1
     2      134           4
     2      135           0
     3        2           0
     3        3           2
     3        4           3
     3       14           4
     3       15           2
     3       16           1
     3      134           1
     3      135           1
     3      136           4
     4        3           0
     4        4           0
     4        5           2
     4       15           1
     4       16           1
     4       17           2
     4      135           4
     4      136           1
     4      137           3
     5        4           2
     5        5           0
     5        6           0
     5       16           1
     5       17           2
     5       18           0
     5      136           0
     5      137           3
     5      138           1
     6        5           1
     6        6           1
     6        7           1
     6       17           1
     6       18           0
     6       19           3
     6      137           2
     6      138           4
     6      139           3
     7        6           2
     7        7           2
     7        8           1
     7       18           4
     7       19           0
     7       20           4
     7      138           1
     7      139           1
     7      140           0
     8        7           1
     8        8           4
     8        9           0
     8       19           1
     8       20           2
     8       21           4
     8      139           3
     8      140           4
     8      141           3
     9        8           1
     9        9           3
     9       10           2
     9       20           0
     9       21           2
     9       22           4
     9      140           4
     9      141           3
     9      142           3
    10        9           1
    10       10           3
    10       11           0
    10       21           1
    10       22           1
    10       23           1
    10      141           4
    10      142           4
    10      143           4
    11       10           2
    11       11           2
    11       12           4
    11       22           4
    11       23           3
    11       24           0
    11      142           2
    11      143           0
    11      144           4
    12        1           4
    12       11           3
    12       12           3
    12       13           0
    12       23           4
    12       24           4
    12      133           2
    12      143           4
    12      144           0
    13        1           3
    13        2           3
    13       12           3
    13       13           1
    13       14           0
    13       24           0
    13       25           0
    13       26           0
    13       36           0
    14        1           4
    14        2           3
    14        3           1
    14       13           2
    14       14           3
    14       15           2
    14       25           0
    14       26           3
    14       27           0
    15        2           4
    15        3           0
    15        4           4
    15       14           4
    15       15           0
    15       16           1
    15       26           4
    15       27           2
    15       28           0
    16        3           3
    16        4           2
    16        5           0
    16       15           3
    16       16           0
    16       17           2
    16       27           4
    16       28           4
    16       29           0
    17        4           1
    17        5           2
    17        6           1
    17       16           2
    17       17           3
    17       18           3
    17       28           4
    17       29           2
    17       30           1
    18        5           1
    18        6           2
    18        7           2
    18       17           4
    18       18           3
    18       19           2
    18       29           4
    18       30           0
    18       31           3
    19        6           1
    19        7           3
    19        8           3
    19       18           1
    19       19           3
    19       20           0
    19       30           2
    19       31           1
    19       32           0
    20        7           3
    20        8           0
    20        9           3
    20       19           3
    20       20           3
    20       21           1
    20       31           1
    20       32           0
    20       33           0
    21        8           3
    21        9           4
    21       10           4
    21       20           0
    21       21           4
    21       22           0
    21       32           1
    21       33           0
    21       34           2
    22        9           2
    22       10           3
    22       11           2
    22       21           1
    22       22           1
    22       23           4
    22       33           2
    22       34           4
    22       35           3
    23       10           2
    23       11           4
    23       12           1
    23       22           4
    23       23           4
    23       24           4
    23       34           2
    23       35           3
    23       36           2
    24        1           1
    24       11           4
    24       12           0
    24       13           2
    24       23           1
    24       24           0
    24       25           4
    24       35           1
    24       36           3
    25       13           1
    25       14           1
    25       24           0
    25       25           1
    25       26           1
    25       36           1
    25       37           3
    25       38           1
    25       48           1
    26       13           4
    26       14           1
    26       15           0
    26       25           3
    26       26           1
    26       27           2
    26       37           4
    26       38           0
    26       39           3
    27       14           0
    27       15           2
    27       16           4
    27       26           2
    27       27           3
    27       28           0
    27       38           4
    27       39           0
    27       40           2
    28       15           1
    28       16           0
    28       17           0
    28       27           0
    28       28           1
    28       29           4
    28       39           3
    28       40           2
    28       41           2
    29       16           4
    29       17           0
    29       18           1
    29       28           2
    29       29           3
    29       30           1
    29       40           3
    29       41           1
    29       42           0
    30       17           0
    30       18           1
    30       19           2
    30       29           0
    30       30           3
    30       31           0
    30       41           3
    30       42           0
    30       43           0
    31       18           3
    31       19           4
    31       20           0
    31       30           2
    31       31           0
    31       32           1
    31       42           3
    31       43           2
    31       44           1
    32       19           0
    32       20           4
    32       21           1
    32       31           0
    32       32           0
