Chessboard matrixes  Code  2034
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           0
     1        2           3
     1       12           1
     1       13           1
     1       14           1
     1       24           0
     1      133           3
     1      134           0
     1      144           4
     2        1           1
     2        2           1
     2        3           4
     2       13           0
     2       14           3
     2       15           3
     2      133           1
     2      134           0
     2      135           3
     3        2           4
     3        3           4
     3        4           3
     3       14           2
     3       15           0
     3       16           2
     3      134           3
     3      135           3
     3      136           4
     4        3           2
     4        4           3
     4        5           4
     4       15           2
     4       16           2
     4       17           0
     4      135           0
     4      136           0
     4      137           2
     5        4           0
     5        5           3
     5        6           4
     5       16           4
     5       17           0
     5       18           3
     5      136           0
     5      137           1
     5      138           3
     6        5           0
     6        6           3
     6        7           0
     6       17           1
     6       18           3
     6       19           4
     6      137           0
     6      138           1
     6      139           4
     7        6           2
     7        7           1
     7        8           4
     7       18           4
     7       19           2
     7       20           4
     7      138           1
     7      139           4
     7      140           2
     8        7           3
     8        8           2
     8        9           0
     8       19           2
     8       20           2
     8       21           0
     8      139           0
     8      140           2
     8      141           3
     9        8           1
     9        9           0
     9       10           4
     9       20           4
     9       21           4
     9       22           0
     9      140           0
     9      141           3
     9      142           3
    10        9           4
    10       10           3
    10       11           2
    10       21           4
    10       22           4
    10       23           4
    10      141           1
    10      142           4
    10      143           0
    11       10           0
    11       11           4
    11       12           4
    11       22           2
    11       23           2
    11       24           3
    11      142           2
    11      143           3
    11      144           3
    12        1           3
    12       11           3
    12       12           3
    12       13           2
    12       23           0
    12       24           4
    12      133           4
    12      143           1
    12      144           1
    13        1           0
    13        2           4
    13       12           2
    13       13           2
    13       14           4
    13       24           3
    13       25           3
    13       26           1
    13       36           3
    14        1           4
    14        2           4
    14        3           3
    14       13           4
    14       14           4
    14       15           2
    14       25           2
    14       26           0
    14       27           0
    15        2           1
    15        3           3
    15        4           1
    15       14           3
    15       15           2
    15       16           2
    15       26           4
    15       27           0
    15       28           2
    16        3           3
    16        4           3
    16        5           3
    16       15           4
    16       16           1
    16       17           3
    16       27           0
    16       28           2
    16       29           0
    17        4           0
    17        5           2
    17        6           3
    17       16           0
    17       17           0
    17       18           3
    17       28           0
    17       29           3
    17       30           1
    18        5           3
    18        6           2
    18        7           3
    18       17           3
    18       18           1
    18       19           4
    18       29           4
    18       30           3
    18       31           4
    19        6           1
    19        7           0
    19        8           2
    19       18           3
    19       19           0
    19       20           1
    19       30           3
    19       31           3
    19       32           0
    20        7           2
    20        8           1
    20        9           1
    20       19           1
    20       20           0
    20       21           4
    20       31           3
    20       32           4
    20       33           1
    21        8           1
    21        9           4
    21       10           1
    21       20           0
    21       21           4
    21       22           0
    21       32           2
    21       33           2
    21       34           1
    22        9           0
    22       10           2
    22       11           1
    22       21           4
    22       22           4
    22       23           0
    22       33           0
    22       34           2
    22       35           1
    23       10           4
    23       11           0
    23       12           4
    23       22           1
    23       23           4
    23       24           1
    23       34           2
    23       35           3
    23       36           1
    24        1           3
    24       11           0
    24       12           4
    24       13           3
    24       23           4
    24       24           3
    24       25           4
    24       35           3
    24       36           4
    25       13           4
    25       14           3
    25       24           4
    25       25           4
    25       26           0
    25       36           2
    25       37           3
    25       38           0
    25       48           1
    26       13           4
    26       14           0
    26       15           4
    26       25           0
    26       26           2
    26       27           0
    26       37           4
    26       38           1
    26       39           2
    27       14           1
    27       15           4
    27       16           1
    27       26           1
    27       27           2
    27       28           2
    27       38           0
    27       39           2
    27       40           0
    28       15           0
    28       16           1
    28       17           4
    28       27           1
    28       28           0
    28       29           3
    28       39           4
    28       40           2
    28       41           2
    29       16           4
    29       17           4
    29       18           2
    29       28           1
    29       29           3
    29       30           1
    29       40           3
    29       41           4
    29       42           1
    30       17           1
    30       18           3
    30       19           2
    30       29           4
    30       30           4
    30       31           4
    30       41           2
    30       42           1
    30       43           0
    31       18           2
    31       19           3
    31       20           2
    31       30           3
    31       31           3
    31       32           0
    31       42           0
    31       43           2
    31       44           2
    32       19           3
    32       20           2
    32       21           1
    32       31           4
    32       32           0
