Chessboard matrixes  Code  1434
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           4
     1        2           0
     1       12           4
     1       13           2
     1       14           2
     1       24           3
     1      133           0
     1      134           4
     1      144           1
     2        1           4
     2        2           0
     2        3           3
     2       13           4
     2       14           2
     2       15           1
     2      133           3
     2      134           0
     2      135           3
     3        2           4
     3        3           3
     3        4           3
     3       14           4
     3       15           1
     3       16           0
     3      134           3
     3      135           0
     3      136           1
     4        3           1
     4        4           4
     4        5           1
     4       15           3
     4       16           3
     4       17           3
     4      135           0
     4      136           3
     4      137           2
     5        4           1
     5        5           4
     5        6           2
     5       16           3
     5       17           2
     5       18           0
     5      136           0
     5      137           4
     5      138           1
     6        5           3
     6        6           4
     6        7           2
     6       17           3
     6       18           0
     6       19           3
     6      137           3
     6      138           1
     6      139           1
     7        6           4
     7        7           0
     7        8           2
     7       18           3
     7       19           4
     7       20           2
     7      138           4
     7      139           3
     7      140           1
     8        7           1
     8        8           2
     8        9           0
     8       19           2
     8       20           4
     8       21           2
     8      139           0
     8      140           2
     8      141           4
     9        8           3
     9        9           0
     9       10           4
     9       20           3
     9       21           1
     9       22           2
     9      140           3
     9      141           3
     9      142           4
    10        9           1
    10       10           1
    10       11           2
    10       21           2
    10       22           1
    10       23           0
    10      141           4
    10      142           4
    10      143           4
    11       10           4
    11       11           2
    11       12           4
    11       22           0
    11       23           4
    11       24           1
    11      142           3
    11      143           4
    11      144           3
    12        1           2
    12       11           2
    12       12           4
    12       13           0
    12       23           1
    12       24           4
    12      133           0
    12      143           4
    12      144           1
    13        1           2
    13        2           2
    13       12           0
    13       13           0
    13       14           2
    13       24           2
    13       25           1
    13       26           3
    13       36           2
    14        1           4
    14        2           3
    14        3           3
    14       13           0
    14       14           4
    14       15           2
    14       25           3
    14       26           1
    14       27           3
    15        2           2
    15        3           3
    15        4           3
    15       14           3
    15       15           0
    15       16           3
    15       26           1
    15       27           4
    15       28           2
    16        3           3
    16        4           3
    16        5           2
    16       15           3
    16       16           2
    16       17           1
    16       27           2
    16       28           4
    16       29           0
    17        4           4
    17        5           4
    17        6           1
    17       16           2
    17       17           1
    17       18           1
    17       28           3
    17       29           1
    17       30           4
    18        5           3
    18        6           2
    18        7           0
    18       17           0
    18       18           2
    18       19           3
    18       29           4
    18       30           4
    18       31           0
    19        6           1
    19        7           4
    19        8           1
    19       18           2
    19       19           2
    19       20           3
    19       30           1
    19       31           1
    19       32           2
    20        7           2
    20        8           3
    20        9           4
    20       19           4
    20       20           4
    20       21           1
    20       31           1
    20       32           0
    20       33           0
    21        8           1
    21        9           3
    21       10           2
    21       20           0
    21       21           3
    21       22           0
    21       32           1
    21       33           0
    21       34           2
    22        9           2
    22       10           2
    22       11           1
    22       21           1
    22       22           0
    22       23           3
    22       33           0
    22       34           4
    22       35           4
    23       10           4
    23       11           3
    23       12           4
    23       22           1
    23       23           0
    23       24           4
    23       34           4
    23       35           3
    23       36           4
    24        1           1
    24       11           3
    24       12           2
    24       13           4
    24       23           1
    24       24           3
    24       25           4
    24       35           1
    24       36           2
    25       13           2
    25       14           0
    25       24           2
    25       25           2
    25       26           1
    25       36           3
    25       37           1
    25       38           3
    25       48           4
    26       13           2
    26       14           0
    26       15           3
    26       25           3
    26       26           3
    26       27           1
    26       37           3
    26       38           1
    26       39           3
    27       14           2
    27       15           2
    27       16           3
    27       26           4
    27       27           0
    27       28           3
    27       38           4
    27       39           4
    27       40           0
    28       15           2
    28       16           0
    28       17           2
    28       27           3
    28       28           4
    28       29           2
    28       39           1
    28       40           0
    28       41           0
    29       16           3
    29       17           0
    29       18           2
    29       28           2
    29       29           3
    29       30           2
    29       40           2
    29       41           2
    29       42           3
    30       17           4
    30       18           0
    30       19           4
    30       29           4
    30       30           4
    30       31           0
    30       41           3
    30       42           2
    30       43           1
    31       18           4
    31       19           0
    31       20           4
    31       30           1
    31       31           0
    31       32           0
    31       42           4
    31       43           1
    31       44           3
    32       19           4
    32       20           4
    32       21           0
    32       31           3
    32       32           4
