Chessboard matrixes  Code  1934
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           4
     1        2           3
     1       12           1
     1       13           4
     1       14           4
     1       24           2
     1      133           3
     1      134           1
     1      144           3
     2        1           3
     2        2           1
     2        3           2
     2       13           3
     2       14           1
     2       15           1
     2      133           4
     2      134           0
     2      135           4
     3        2           0
     3        3           3
     3        4           3
     3       14           3
     3       15           1
     3       16           4
     3      134           0
     3      135           4
     3      136           2
     4        3           0
     4        4           4
     4        5           0
     4       15           1
     4       16           4
     4       17           0
     4      135           4
     4      136           2
     4      137           3
     5        4           2
     5        5           0
     5        6           2
     5       16           2
     5       17           0
     5       18           4
     5      136           0
     5      137           0
     5      138           3
     6        5           3
     6        6           1
     6        7           4
     6       17           4
     6       18           4
     6       19           4
     6      137           4
     6      138           0
     6      139           2
     7        6           1
     7        7           4
     7        8           3
     7       18           0
     7       19           3
     7       20           2
     7      138           3
     7      139           2
     7      140           1
     8        7           4
     8        8           3
     8        9           0
     8       19           1
     8       20           0
     8       21           1
     8      139           3
     8      140           4
     8      141           3
     9        8           3
     9        9           2
     9       10           2
     9       20           1
     9       21           4
     9       22           2
     9      140           1
     9      141           4
     9      142           3
    10        9           4
    10       10           0
    10       11           0
    10       21           3
    10       22           4
    10       23           1
    10      141           1
    10      142           4
    10      143           4
    11       10           3
    11       11           0
    11       12           4
    11       22           2
    11       23           1
    11       24           2
    11      142           1
    11      143           4
    11      144           4
    12        1           0
    12       11           3
    12       12           2
    12       13           2
    12       23           3
    12       24           4
    12      133           1
    12      143           2
    12      144           0
    13        1           1
    13        2           0
    13       12           0
    13       13           3
    13       14           2
    13       24           1
    13       25           2
    13       26           4
    13       36           1
    14        1           4
    14        2           3
    14        3           1
    14       13           0
    14       14           3
    14       15           2
    14       25           4
    14       26           2
    14       27           2
    15        2           4
    15        3           1
    15        4           2
    15       14           3
    15       15           2
    15       16           1
    15       26           3
    15       27           4
    15       28           0
    16        3           3
    16        4           2
    16        5           1
    16       15           4
    16       16           4
    16       17           4
    16       27           2
    16       28           2
    16       29           0
    17        4           2
    17        5           0
    17        6           3
    17       16           1
    17       17           1
    17       18           0
    17       28           2
    17       29           0
    17       30           3
    18        5           0
    18        6           2
    18        7           0
    18       17           2
    18       18           2
    18       19           4
    18       29           4
    18       30           3
    18       31           3
    19        6           1
    19        7           4
    19        8           4
    19       18           2
    19       19           1
    19       20           2
    19       30           0
    19       31           3
    19       32           4
    20        7           3
    20        8           3
    20        9           0
    20       19           0
    20       20           4
    20       21           4
    20       31           3
    20       32           0
    20       33           1
    21        8           3
    21        9           0
    21       10           4
    21       20           4
    21       21           0
    21       22           0
    21       32           3
    21       33           2
    21       34           1
    22        9           0
    22       10           4
    22       11           2
    22       21           3
    22       22           0
    22       23           0
    22       33           3
    22       34           2
    22       35           4
    23       10           2
    23       11           1
    23       12           1
    23       22           4
    23       23           3
    23       24           0
    23       34           4
    23       35           3
    23       36           4
    24        1           3
    24       11           1
    24       12           2
    24       13           0
    24       23           4
    24       24           0
    24       25           4
    24       35           3
    24       36           4
    25       13           2
    25       14           3
    25       24           2
    25       25           3
    25       26           0
    25       36           4
    25       37           0
    25       38           3
    25       48           3
    26       13           1
    26       14           2
    26       15           0
    26       25           0
    26       26           1
    26       27           1
    26       37           0
    26       38           1
    26       39           2
    27       14           4
    27       15           3
    27       16           2
    27       26           4
    27       27           0
    27       28           4
    27       38           4
    27       39           3
    27       40           3
    28       15           4
    28       16           1
    28       17           1
    28       27           3
    28       28           3
    28       29           1
    28       39           1
    28       40           4
    28       41           3
    29       16           4
    29       17           4
    29       18           2
    29       28           1
    29       29           2
    29       30           0
    29       40           0
    29       41           2
    29       42           4
    30       17           3
    30       18           4
    30       19           0
    30       29           0
    30       30           4
    30       31           4
    30       41           1
    30       42           4
    30       43           3
    31       18           0
    31       19           3
    31       20           3
    31       30           0
    31       31           3
    31       32           0
    31       42           4
    31       43           4
    31       44           0
    32       19           3
    32       20           2
    32       21           3
    32       31           0
    32       32           2
