Chessboard matrixes  Code  1634
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           1
     1        2           1
     1       12           3
     1       13           2
     1       14           2
     1       24           1
     1      133           1
     1      134           1
     1      144           4
     2        1           4
     2        2           1
     2        3           2
     2       13           3
     2       14           2
     2       15           0
     2      133           2
     2      134           2
     2      135           0
     3        2           3
     3        3           0
     3        4           3
     3       14           4
     3       15           4
     3       16           3
     3      134           3
     3      135           3
     3      136           3
     4        3           0
     4        4           2
     4        5           3
     4       15           1
     4       16           3
     4       17           4
     4      135           1
     4      136           4
     4      137           0
     5        4           2
     5        5           0
     5        6           1
     5       16           1
     5       17           1
     5       18           4
     5      136           0
     5      137           1
     5      138           2
     6        5           2
     6        6           4
     6        7           3
     6       17           3
     6       18           4
     6       19           3
     6      137           1
     6      138           0
     6      139           0
     7        6           2
     7        7           0
     7        8           4
     7       18           2
     7       19           2
     7       20           3
     7      138           0
     7      139           2
     7      140           3
     8        7           0
     8        8           4
     8        9           0
     8       19           4
     8       20           3
     8       21           0
     8      139           3
     8      140           2
     8      141           0
     9        8           2
     9        9           0
     9       10           4
     9       20           3
     9       21           0
     9       22           3
     9      140           2
     9      141           1
     9      142           0
    10        9           2
    10       10           1
    10       11           2
    10       21           4
    10       22           0
    10       23           1
    10      141           3
    10      142           4
    10      143           1
    11       10           2
    11       11           1
    11       12           4
    11       22           0
    11       23           0
    11       24           3
    11      142           1
    11      143           2
    11      144           1
    12        1           4
    12       11           1
    12       12           2
    12       13           4
    12       23           1
    12       24           4
    12      133           4
    12      143           3
    12      144           3
    13        1           0
    13        2           4
    13       12           4
    13       13           2
    13       14           1
    13       24           1
    13       25           4
    13       26           2
    13       36           1
    14        1           4
    14        2           3
    14        3           1
    14       13           3
    14       14           0
    14       15           2
    14       25           2
    14       26           3
    14       27           4
    15        2           1
    15        3           3
    15        4           1
    15       14           3
    15       15           4
    15       16           1
    15       26           3
    15       27           1
    15       28           0
    16        3           3
    16        4           0
    16        5           1
    16       15           1
    16       16           2
    16       17           0
    16       27           3
    16       28           0
    16       29           0
    17        4           4
    17        5           3
    17        6           0
    17       16           1
    17       17           4
    17       18           2
    17       28           0
    17       29           3
    17       30           0
    18        5           3
    18        6           2
    18        7           1
    18       17           3
    18       18           0
    18       19           3
    18       29           1
    18       30           4
    18       31           3
    19        6           1
    19        7           1
    19        8           3
    19       18           4
    19       19           0
    19       20           1
    19       30           3
    19       31           2
    19       32           4
    20        7           1
    20        8           4
    20        9           1
    20       19           1
    20       20           1
    20       21           2
    20       31           2
    20       32           3
    20       33           1
    21        8           3
    21        9           0
    21       10           1
    21       20           2
    21       21           2
    21       22           0
    21       32           4
    21       33           4
    21       34           2
    22        9           1
    22       10           4
    22       11           0
    22       21           2
    22       22           3
    22       23           2
    22       33           0
    22       34           3
    22       35           3
    23       10           4
    23       11           2
    23       12           1
    23       22           1
    23       23           3
    23       24           0
    23       34           0
    23       35           3
    23       36           3
    24        1           2
    24       11           2
    24       12           1
    24       13           3
    24       23           0
    24       24           3
    24       25           2
    24       35           2
    24       36           1
    25       13           4
    25       14           0
    25       24           1
    25       25           4
    25       26           1
    25       36           3
    25       37           1
    25       38           2
    25       48           0
    26       13           2
    26       14           2
    26       15           0
    26       25           4
    26       26           1
    26       27           1
    26       37           2
    26       38           3
    26       39           2
    27       14           0
    27       15           3
    27       16           1
    27       26           3
    27       27           4
    27       28           4
    27       38           4
    27       39           1
    27       40           0
    28       15           0
    28       16           0
    28       17           3
    28       27           4
    28       28           0
    28       29           2
    28       39           2
    28       40           1
    28       41           2
    29       16           2
    29       17           0
    29       18           4
    29       28           2
    29       29           0
    29       30           3
    29       40           4
    29       41           1
    29       42           2
    30       17           1
    30       18           0
    30       19           3
    30       29           2
    30       30           4
    30       31           0
    30       41           4
    30       42           0
    30       43           4
    31       18           2
    31       19           1
    31       20           1
    31       30           4
    31       31           4
    31       32           3
    31       42           1
    31       43           3
    31       44           3
    32       19           4
    32       20           3
    32       21           2
    32       31           0
    32       32           1
