Chessboard matrixes  Code  2734
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           1
     1        2           2
     1       12           3
     1       13           3
     1       14           3
     1       24           1
     1      133           2
     1      134           4
     1      144           4
     2        1           0
     2        2           2
     2        3           2
     2       13           2
     2       14           3
     2       15           1
     2      133           2
     2      134           2
     2      135           0
     3        2           4
     3        3           0
     3        4           4
     3       14           0
     3       15           4
     3       16           4
     3      134           4
     3      135           0
     3      136           3
     4        3           4
     4        4           2
     4        5           1
     4       15           4
     4       16           2
     4       17           4
     4      135           1
     4      136           4
     4      137           0
     5        4           3
     5        5           1
     5        6           3
     5       16           2
     5       17           2
     5       18           2
     5      136           1
     5      137           0
     5      138           1
     6        5           4
     6        6           0
     6        7           3
     6       17           1
     6       18           2
     6       19           0
     6      137           4
     6      138           3
     6      139           4
     7        6           2
     7        7           1
     7        8           1
     7       18           4
     7       19           0
     7       20           0
     7      138           0
     7      139           2
     7      140           4
     8        7           0
     8        8           4
     8        9           0
     8       19           2
     8       20           2
     8       21           1
     8      139           2
     8      140           0
     8      141           3
     9        8           0
     9        9           2
     9       10           2
     9       20           2
     9       21           1
     9       22           1
     9      140           1
     9      141           3
     9      142           4
    10        9           2
    10       10           4
    10       11           4
    10       21           1
    10       22           2
    10       23           2
    10      141           2
    10      142           0
    10      143           1
    11       10           2
    11       11           1
    11       12           3
    11       22           0
    11       23           0
    11       24           0
    11      142           3
    11      143           0
    11      144           2
    12        1           3
    12       11           2
    12       12           3
    12       13           3
    12       23           1
    12       24           4
    12      133           0
    12      143           3
    12      144           3
    13        1           3
    13        2           0
    13       12           2
    13       13           2
    13       14           4
    13       24           2
    13       25           1
    13       26           2
    13       36           1
    14        1           0
    14        2           4
    14        3           1
    14       13           0
    14       14           0
    14       15           3
    14       25           3
    14       26           2
    14       27           1
    15        2           4
    15        3           1
    15        4           2
    15       14           2
    15       15           4
    15       16           3
    15       26           4
    15       27           3
    15       28           3
    16        3           4
    16        4           0
    16        5           2
    16       15           4
    16       16           3
    16       17           4
    16       27           1
    16       28           0
    16       29           1
    17        4           4
    17        5           2
    17        6           4
    17       16           4
    17       17           2
    17       18           3
    17       28           2
    17       29           4
    17       30           2
    18        5           0
    18        6           3
    18        7           4
    18       17           2
    18       18           4
    18       19           0
    18       29           0
    18       30           1
    18       31           1
    19        6           1
    19        7           2
    19        8           2
    19       18           4
    19       19           3
    19       20           3
    19       30           4
    19       31           0
    19       32           0
    20        7           2
    20        8           2
    20        9           4
    20       19           0
    20       20           3
    20       21           3
    20       31           1
    20       32           3
    20       33           2
    21        8           0
    21        9           4
    21       10           3
    21       20           0
    21       21           4
    21       22           0
    21       32           3
    21       33           3
    21       34           4
    22        9           3
    22       10           1
    22       11           0
    22       21           1
    22       22           1
    22       23           1
    22       33           3
    22       34           0
    22       35           4
    23       10           2
    23       11           2
    23       12           1
    23       22           3
    23       23           0
    23       24           2
    23       34           2
    23       35           3
    23       36           1
    24        1           1
    24       11           2
    24       12           2
    24       13           4
    24       23           2
    24       24           0
    24       25           3
    24       35           0
    24       36           0
    25       13           1
    25       14           0
    25       24           3
    25       25           2
    25       26           4
    25       36           2
    25       37           3
    25       38           4
    25       48           1
    26       13           4
    26       14           4
    26       15           3
    26       25           2
    26       26           3
    26       27           4
    26       37           0
    26       38           2
    26       39           1
    27       14           2
    27       15           1
    27       16           3
    27       26           0
    27       27           1
    27       28           3
    27       38           0
    27       39           3
    27       40           3
    28       15           0
    28       16           1
    28       17           2
    28       27           3
    28       28           4
    28       29           2
    28       39           0
    28       40           1
    28       41           2
    29       16           3
    29       17           3
    29       18           3
    29       28           1
    29       29           2
    29       30           2
    29       40           3
    29       41           2
    29       42           2
    30       17           3
    30       18           1
    30       19           1
    30       29           2
    30       30           0
    30       31           3
    30       41           0
    30       42           1
    30       43           4
    31       18           1
    31       19           3
    31       20           4
    31       30           4
    31       31           0
    31       32           3
    31       42           1
    31       43           2
    31       44           4
    32       19           0
    32       20           1
    32       21           2
    32       31           2
    32       32           0
