Chessboard matrixes  Code  1834
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           3
     1        2           2
     1       12           2
     1       13           1
     1       14           2
     1       24           3
     1      133           2
     1      134           3
     1      144           1
     2        1           0
     2        2           1
     2        3           0
     2       13           1
     2       14           3
     2       15           4
     2      133           2
     2      134           4
     2      135           1
     3        2           1
     3        3           2
     3        4           3
     3       14           3
     3       15           2
     3       16           0
     3      134           3
     3      135           1
     3      136           1
     4        3           3
     4        4           0
     4        5           1
     4       15           4
     4       16           2
     4       17           4
     4      135           3
     4      136           4
     4      137           3
     5        4           4
     5        5           2
     5        6           0
     5       16           0
     5       17           0
     5       18           4
     5      136           0
     5      137           4
     5      138           3
     6        5           1
     6        6           3
     6        7           4
     6       17           2
     6       18           4
     6       19           4
     6      137           3
     6      138           3
     6      139           4
     7        6           4
     7        7           1
     7        8           2
     7       18           0
     7       19           4
     7       20           4
     7      138           0
     7      139           0
     7      140           0
     8        7           4
     8        8           0
     8        9           0
     8       19           0
     8       20           3
     8       21           2
     8      139           2
     8      140           2
     8      141           2
     9        8           1
     9        9           0
     9       10           4
     9       20           3
     9       21           0
     9       22           4
     9      140           1
     9      141           0
     9      142           2
    10        9           3
    10       10           2
    10       11           2
    10       21           1
    10       22           0
    10       23           3
    10      141           2
    10      142           4
    10      143           3
    11       10           1
    11       11           0
    11       12           4
    11       22           1
    11       23           1
    11       24           0
    11      142           4
    11      143           0
    11      144           4
    12        1           1
    12       11           4
    12       12           0
    12       13           3
    12       23           0
    12       24           4
    12      133           4
    12      143           2
    12      144           4
    13        1           3
    13        2           2
    13       12           3
    13       13           4
    13       14           0
    13       24           0
    13       25           1
    13       26           2
    13       36           4
    14        1           4
    14        2           3
    14        3           0
    14       13           1
    14       14           2
    14       15           2
    14       25           2
    14       26           4
    14       27           0
    15        2           1
    15        3           3
    15        4           3
    15       14           3
    15       15           3
    15       16           4
    15       26           1
    15       27           3
    15       28           3
    16        3           3
    16        4           2
    16        5           4
    16       15           0
    16       16           2
    16       17           4
    16       27           4
    16       28           1
    16       29           0
    17        4           4
    17        5           3
    17        6           4
    17       16           1
    17       17           2
    17       18           2
    17       28           3
    17       29           1
    17       30           0
    18        5           3
    18        6           2
    18        7           2
    18       17           0
    18       18           3
    18       19           3
    18       29           3
    18       30           3
    18       31           1
    19        6           1
    19        7           3
    19        8           0
    19       18           1
    19       19           3
    19       20           4
    19       30           1
    19       31           2
    19       32           2
    20        7           4
    20        8           0
    20        9           4
    20       19           4
    20       20           3
    20       21           3
    20       31           3
    20       32           1
    20       33           1
    21        8           0
    21        9           2
    21       10           1
    21       20           3
    21       21           0
    21       22           0
    21       32           3
    21       33           3
    21       34           1
    22        9           1
    22       10           0
    22       11           3
    22       21           3
    22       22           1
    22       23           1
    22       33           0
    22       34           3
    22       35           2
    23       10           4
    23       11           1
    23       12           2
    23       22           1
    23       23           1
    23       24           0
    23       34           1
    23       35           3
    23       36           2
    24        1           3
    24       11           1
    24       12           0
    24       13           3
    24       23           0
    24       24           3
    24       25           0
    24       35           3
    24       36           0
    25       13           1
    25       14           4
    25       24           0
    25       25           2
    25       26           0
    25       36           2
    25       37           2
    25       38           1
    25       48           0
    26       13           3
    26       14           3
    26       15           2
    26       25           4
    26       26           4
    26       27           1
    26       37           1
    26       38           0
    26       39           2
    27       14           3
    27       15           3
    27       16           3
    27       26           2
    27       27           3
    27       28           1
    27       38           4
    27       39           4
    27       40           0
    28       15           3
    28       16           1
    28       17           3
    28       27           0
    28       28           0
    28       29           3
    28       39           3
    28       40           1
    28       41           0
    29       16           0
    29       17           4
    29       18           1
    29       28           1
    29       29           1
    29       30           0
    29       40           1
    29       41           0
    29       42           2
    30       17           4
    30       18           4
    30       19           3
    30       29           1
    30       30           4
    30       31           4
    30       41           1
    30       42           3
    30       43           2
    31       18           4
    31       19           2
    31       20           4
    31       30           1
    31       31           3
    31       32           1
    31       42           3
    31       43           0
    31       44           2
    32       19           3
    32       20           3
    32       21           4
    32       31           2
    32       32           3
