Chessboard matrixes  Code  2634
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           0
     1        2           2
     1       12           3
     1       13           0
     1       14           1
     1       24           2
     1      133           1
     1      134           0
     1      144           2
     2        1           2
     2        2           2
     2        3           0
     2       13           1
     2       14           0
     2       15           4
     2      133           0
     2      134           1
     2      135           2
     3        2           0
     3        3           4
     3        4           4
     3       14           0
     3       15           0
     3       16           0
     3      134           2
     3      135           2
     3      136           2
     4        3           2
     4        4           3
     4        5           2
     4       15           2
     4       16           0
     4       17           3
     4      135           0
     4      136           1
     4      137           1
     5        4           0
     5        5           3
     5        6           1
     5       16           0
     5       17           2
     5       18           2
     5      136           1
     5      137           4
     5      138           0
     6        5           2
     6        6           3
     6        7           2
     6       17           4
     6       18           2
     6       19           0
     6      137           3
     6      138           2
     6      139           2
     7        6           1
     7        7           3
     7        8           0
     7       18           4
     7       19           1
     7       20           2
     7      138           2
     7      139           0
     7      140           3
     8        7           1
     8        8           1
     8        9           0
     8       19           1
     8       20           4
     8       21           2
     8      139           0
     8      140           2
     8      141           3
     9        8           3
     9        9           0
     9       10           0
     9       20           0
     9       21           1
     9       22           3
     9      140           2
     9      141           3
     9      142           3
    10        9           2
    10       10           1
    10       11           2
    10       21           0
    10       22           2
    10       23           4
    10      141           3
    10      142           0
    10      143           0
    11       10           0
    11       11           2
    11       12           3
    11       22           4
    11       23           0
    11       24           4
    11      142           2
    11      143           1
    11      144           3
    12        1           4
    12       11           3
    12       12           2
    12       13           4
    12       23           4
    12       24           4
    12      133           3
    12      143           3
    12      144           2
    13        1           4
    13        2           1
    13       12           0
    13       13           4
    13       14           2
    13       24           0
    13       25           0
    13       26           0
    13       36           4
    14        1           0
    14        2           4
    14        3           4
    14       13           2
    14       14           4
    14       15           3
    14       25           1
    14       26           4
    14       27           3
    15        2           1
    15        3           3
    15        4           4
    15       14           2
    15       15           0
    15       16           2
    15       26           3
    15       27           2
    15       28           1
    16        3           3
    16        4           4
    16        5           0
    16       15           0
    16       16           0
    16       17           0
    16       27           3
    16       28           0
    16       29           1
    17        4           1
    17        5           0
    17        6           0
    17       16           4
    17       17           3
    17       18           0
    17       28           3
    17       29           1
    17       30           4
    18        5           2
    18        6           3
    18        7           1
    18       17           1
    18       18           0
    18       19           0
    18       29           4
    18       30           1
    18       31           4
    19        6           1
    19        7           1
    19        8           4
    19       18           3
    19       19           4
    19       20           4
    19       30           0
    19       31           0
    19       32           4
    20        7           3
    20        8           4
    20        9           3
    20       19           4
    20       20           2
    20       21           2
    20       31           0
    20       32           4
    20       33           2
    21        8           1
    21        9           1
    21       10           0
    21       20           4
    21       21           0
    21       22           0
    21       32           3
    21       33           4
    21       34           4
    22        9           4
    22       10           3
    22       11           1
    22       21           1
    22       22           2
    22       23           1
    22       33           1
    22       34           0
    22       35           2
    23       10           4
    23       11           2
    23       12           3
    23       22           1
    23       23           3
    23       24           2
    23       34           0
    23       35           3
    23       36           3
    24        1           1
    24       11           2
    24       12           0
    24       13           1
    24       23           2
    24       24           3
    24       25           4
    24       35           0
    24       36           0
    25       13           0
    25       14           0
    25       24           1
    25       25           1
    25       26           4
    25       36           0
    25       37           0
    25       38           2
    25       48           3
    26       13           1
    26       14           1
    26       15           4
    26       25           2
    26       26           2
    26       27           4
    26       37           1
    26       38           2
    26       39           1
    27       14           0
    27       15           0
    27       16           4
    27       26           3
    27       27           4
    27       28           0
    27       38           0
    27       39           4
    27       40           0
    28       15           4
    28       16           1
    28       17           0
    28       27           0
    28       28           2
    28       29           4
    28       39           2
    28       40           4
    28       41           4
    29       16           4
    29       17           3
    29       18           2
    29       28           1
    29       29           2
    29       30           1
    29       40           0
    29       41           0
    29       42           0
    30       17           4
    30       18           1
    30       19           4
    30       29           3
    30       30           0
    30       31           3
    30       41           0
    30       42           4
    30       43           3
    31       18           0
    31       19           2
    31       20           0
    31       30           1
    31       31           0
    31       32           4
    31       42           0
    31       43           3
    31       44           2
    32       19           1
    32       20           1
    32       21           3
    32       31           4
    32       32           2
