Chessboard matrixes  Code  2234
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           1
     1        2           0
     1       12           0
     1       13           1
     1       14           1
     1       24           3
     1      133           4
     1      134           2
     1      144           2
     2        1           1
     2        2           2
     2        3           3
     2       13           3
     2       14           4
     2       15           1
     2      133           1
     2      134           2
     2      135           4
     3        2           3
     3        3           0
     3        4           4
     3       14           2
     3       15           4
     3       16           0
     3      134           2
     3      135           1
     3      136           1
     4        3           0
     4        4           2
     4        5           2
     4       15           1
     4       16           1
     4       17           1
     4      135           2
     4      136           0
     4      137           0
     5        4           2
     5        5           0
     5        6           3
     5       16           3
     5       17           4
     5       18           3
     5      136           0
     5      137           4
     5      138           4
     6        5           4
     6        6           3
     6        7           0
     6       17           1
     6       18           3
     6       19           4
     6      137           3
     6      138           0
     6      139           3
     7        6           0
     7        7           2
     7        8           1
     7       18           2
     7       19           0
     7       20           0
     7      138           1
     7      139           3
     7      140           4
     8        7           2
     8        8           3
     8        9           0
     8       19           3
     8       20           1
     8       21           2
     8      139           4
     8      140           2
     8      141           0
     9        8           0
     9        9           0
     9       10           4
     9       20           4
     9       21           3
     9       22           1
     9      140           4
     9      141           2
     9      142           0
    10        9           0
    10       10           4
    10       11           2
    10       21           1
    10       22           3
    10       23           1
    10      141           0
    10      142           0
    10      143           2
    11       10           3
    11       11           4
    11       12           3
    11       22           3
    11       23           3
    11       24           0
    11      142           1
    11      143           0
    11      144           1
    12        1           0
    12       11           1
    12       12           1
    12       13           1
    12       23           4
    12       24           4
    12      133           3
    12      143           0
    12      144           3
    13        1           3
    13        2           1
    13       12           1
    13       13           4
    13       14           4
    13       24           2
    13       25           0
    13       26           1
    13       36           2
    14        1           4
    14        2           4
    14        3           2
    14       13           1
    14       14           0
    14       15           2
    14       25           1
    14       26           1
    14       27           1
    15        2           1
    15        3           3
    15        4           3
    15       14           3
    15       15           1
    15       16           1
    15       26           2
    15       27           3
    15       28           0
    16        3           3
    16        4           0
    16        5           2
    16       15           2
    16       16           1
    16       17           2
    16       27           1
    16       28           3
    16       29           1
    17        4           0
    17        5           1
    17        6           2
    17       16           0
    17       17           2
    17       18           4
    17       28           3
    17       29           1
    17       30           2
    18        5           3
    18        6           2
    18        7           4
    18       17           1
    18       18           4
    18       19           4
    18       29           1
    18       30           2
    18       31           3
    19        6           1
    19        7           2
    19        8           4
    19       18           4
    19       19           3
    19       20           4
    19       30           1
    19       31           3
    19       32           3
    20        7           1
    20        8           2
    20        9           3
    20       19           4
    20       20           3
    20       21           0
    20       31           4
    20       32           3
    20       33           1
    21        8           3
    21        9           1
    21       10           1
    21       20           1
    21       21           3
    21       22           0
    21       32           1
    21       33           1
    21       34           0
    22        9           0
    22       10           4
    22       11           0
    22       21           4
    22       22           1
    22       23           3
    22       33           0
    22       34           1
    22       35           4
    23       10           4
    23       11           4
    23       12           0
    23       22           1
    23       23           2
    23       24           1
    23       34           3
    23       35           3
    23       36           0
    24        1           4
    24       11           4
    24       12           3
    24       13           2
    24       23           4
    24       24           3
    24       25           2
    24       35           4
    24       36           3
    25       13           1
    25       14           2
    25       24           3
    25       25           1
    25       26           0
    25       36           1
    25       37           4
    25       38           4
    25       48           2
    26       13           4
    26       14           2
    26       15           0
    26       25           1
    26       26           0
    26       27           0
    26       37           3
    26       38           3
    26       39           2
    27       14           4
    27       15           4
    27       16           3
    27       26           0
    27       27           1
    27       28           3
    27       38           0
    27       39           4
    27       40           0
    28       15           3
    28       16           1
    28       17           4
    28       27           3
    28       28           1
    28       29           4
    28       39           0
    28       40           2
    28       41           4
    29       16           2
    29       17           4
    29       18           4
    29       28           1
    29       29           4
    29       30           3
    29       40           0
    29       41           3
    29       42           1
    30       17           4
    30       18           3
    30       19           1
    30       29           2
    30       30           0
    30       31           4
    30       41           3
    30       42           3
    30       43           2
    31       18           4
    31       19           0
    31       20           4
    31       30           1
    31       31           2
    31       32           3
    31       42           2
    31       43           4
    31       44           2
    32       19           2
    32       20           2
    32       21           4
    32       31           0
    32       32           2
