Chessboard matrixes  Code  1134
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           1
     1        2           3
     1       12           0
     1       13           0
     1       14           0
     1       24           2
     1      133           3
     1      134           3
     1      144           2
     2        1           0
     2        2           0
     2        3           3
     2       13           4
     2       14           4
     2       15           1
     2      133           1
     2      134           2
     2      135           3
     3        2           2
     3        3           1
     3        4           2
     3       14           0
     3       15           3
     3       16           4
     3      134           1
     3      135           3
     3      136           1
     4        3           1
     4        4           2
     4        5           4
     4       15           3
     4       16           2
     4       17           1
     4      135           2
     4      136           0
     4      137           0
     5        4           1
     5        5           4
     5        6           1
     5       16           2
     5       17           3
     5       18           1
     5      136           0
     5      137           0
     5      138           0
     6        5           2
     6        6           2
     6        7           1
     6       17           2
     6       18           0
     6       19           3
     6      137           0
     6      138           1
     6      139           4
     7        6           4
     7        7           1
     7        8           4
     7       18           1
     7       19           2
     7       20           3
     7      138           1
     7      139           3
     7      140           4
     8        7           2
     8        8           2
     8        9           0
     8       19           0
     8       20           3
     8       21           1
     8      139           0
     8      140           4
     8      141           2
     9        8           2
     9        9           3
     9       10           2
     9       20           0
     9       21           3
     9       22           3
     9      140           0
     9      141           0
     9      142           2
    10        9           0
    10       10           2
    10       11           0
    10       21           4
    10       22           2
    10       23           0
    10      141           0
    10      142           3
    10      143           2
    11       10           3
    11       11           3
    11       12           4
    11       22           4
    11       23           2
    11       24           3
    11      142           4
    11      143           3
    11      144           0
    12        1           2
    12       11           0
    12       12           0
    12       13           1
    12       23           4
    12       24           4
    12      133           3
    12      143           0
    12      144           3
    13        1           0
    13        2           1
    13       12           4
    13       13           4
    13       14           1
    13       24           1
    13       25           3
    13       26           1
    13       36           1
    14        1           4
    14        2           3
    14        3           2
    14       13           4
    14       14           1
    14       15           2
    14       25           1
    14       26           2
    14       27           4
    15        2           4
    15        3           0
    15        4           2
    15       14           4
    15       15           1
    15       16           3
    15       26           1
    15       27           0
    15       28           2
    16        3           3
    16        4           0
    16        5           1
    16       15           0
    16       16           0
    16       17           3
    16       27           3
    16       28           3
    16       29           0
    17        4           0
    17        5           3
    17        6           2
    17       16           2
    17       17           0
    17       18           2
    17       28           1
    17       29           0
    17       30           0
    18        5           1
    18        6           2
    18        7           1
    18       17           1
    18       18           0
    18       19           2
    18       29           2
    18       30           0
    18       31           0
    19        6           2
    19        7           1
    19        8           1
    19       18           0
    19       19           0
    19       20           2
    19       30           0
    19       31           0
    19       32           2
    20        7           4
    20        8           4
    20        9           0
    20       19           0
    20       20           1
    20       21           0
    20       31           0
    20       32           2
    20       33           0
    21        8           2
    21        9           2
    21       10           4
    21       20           3
    21       21           0
    21       22           0
    21       32           2
    21       33           2
    21       34           3
    22        9           2
    22       10           2
    22       11           4
    22       21           0
    22       22           3
    22       23           0
    22       33           2
    22       34           0
    22       35           4
    23       10           2
    23       11           0
    23       12           0
    23       22           4
    23       23           1
    23       24           4
    23       34           1
    23       35           3
    23       36           3
    24        1           0
    24       11           0
    24       12           1
    24       13           2
    24       23           2
    24       24           0
    24       25           1
    24       35           1
    24       36           4
    25       13           4
    25       14           2
    25       24           2
    25       25           3
    25       26           1
    25       36           2
    25       37           2
    25       38           2
    25       48           0
    26       13           3
    26       14           0
    26       15           3
    26       25           2
    26       26           3
    26       27           2
    26       37           0
    26       38           4
    26       39           3
    27       14           2
    27       15           1
    27       16           1
    27       26           3
    27       27           4
    27       28           4
    27       38           4
    27       39           2
    27       40           2
    28       15           3
    28       16           0
    28       17           4
    28       27           4
    28       28           1
    28       29           4
    28       39           2
    28       40           1
    28       41           4
    29       16           0
    29       17           0
    29       18           0
    29       28           2
    29       29           1
    29       30           4
    29       40           1
    29       41           2
    29       42           1
    30       17           3
    30       18           1
    30       19           3
    30       29           2
    30       30           3
    30       31           1
    30       41           2
    30       42           2
    30       43           2
    31       18           0
    31       19           3
    31       20           2
    31       30           0
    31       31           1
    31       32           3
    31       42           1
    31       43           0
    31       44           1
    32       19           0
    32       20           4
    32       21           4
    32       31           3
    32       32           3
