Chessboard matrixes  Code  2134
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           1
     1        2           4
     1       12           0
     1       13           4
     1       14           4
     1       24           4
     1      133           4
     1      134           3
     1      144           0
     2        1           3
     2        2           1
     2        3           1
     2       13           2
     2       14           1
     2       15           0
     2      133           4
     2      134           1
     2      135           1
     3        2           4
     3        3           0
     3        4           4
     3       14           2
     3       15           4
     3       16           1
     3      134           0
     3      135           2
     3      136           0
     4        3           4
     4        4           2
     4        5           3
     4       15           4
     4       16           4
     4       17           1
     4      135           1
     4      136           2
     4      137           1
     5        4           4
     5        5           2
     5        6           1
     5       16           1
     5       17           4
     5       18           3
     5      136           0
     5      137           3
     5      138           4
     6        5           2
     6        6           1
     6        7           0
     6       17           3
     6       18           3
     6       19           4
     6      137           2
     6      138           3
     6      139           1
     7        6           4
     7        7           4
     7        8           0
     7       18           3
     7       19           1
     7       20           2
     7      138           3
     7      139           1
     7      140           3
     8        7           3
     8        8           0
     8        9           0
     8       19           2
     8       20           4
     8       21           3
     8      139           2
     8      140           4
     8      141           4
     9        8           3
     9        9           2
     9       10           2
     9       20           1
     9       21           3
     9       22           3
     9      140           0
     9      141           2
     9      142           4
    10        9           0
    10       10           1
    10       11           4
    10       21           0
    10       22           4
    10       23           2
    10      141           0
    10      142           0
    10      143           1
    11       10           1
    11       11           4
    11       12           3
    11       22           2
    11       23           2
    11       24           4
    11      142           4
    11      143           1
    11      144           2
    12        1           2
    12       11           2
    12       12           4
    12       13           1
    12       23           2
    12       24           4
    12      133           1
    12      143           1
    12      144           2
    13        1           4
    13        2           3
    13       12           4
    13       13           0
    13       14           1
    13       24           0
    13       25           4
    13       26           4
    13       36           0
    14        1           4
    14        2           4
    14        3           0
    14       13           2
    14       14           0
    14       15           2
    14       25           4
    14       26           3
    14       27           3
    15        2           4
    15        3           1
    15        4           0
    15       14           3
    15       15           2
    15       16           4
    15       26           1
    15       27           2
    15       28           3
    16        3           3
    16        4           4
    16        5           0
    16       15           3
    16       16           4
    16       17           3
    16       27           3
    16       28           2
    16       29           1
    17        4           3
    17        5           4
    17        6           2
    17       16           0
    17       17           4
    17       18           1
    17       28           4
    17       29           2
    17       30           4
    18        5           0
    18        6           2
    18        7           1
    18       17           4
    18       18           0
    18       19           4
    18       29           0
    18       30           3
    18       31           1
    19        6           1
    19        7           1
    19        8           1
    19       18           3
    19       19           4
    19       20           0
    19       30           2
    19       31           3
    19       32           2
    20        7           2
    20        8           4
    20        9           2
    20       19           3
    20       20           2
    20       21           0
    20       31           4
    20       32           3
    20       33           1
    21        8           0
    21        9           3
    21       10           3
    21       20           0
    21       21           3
    21       22           0
    21       32           1
    21       33           1
    21       34           0
    22        9           0
    22       10           1
    22       11           0
    22       21           4
    22       22           2
    22       23           4
    22       33           3
    22       34           2
    22       35           2
    23       10           2
    23       11           0
    23       12           2
    23       22           4
    23       23           1
    23       24           1
    23       34           0
    23       35           3
    23       36           3
    24        1           4
    24       11           0
    24       12           1
    24       13           0
    24       23           4
    24       24           0
    24       25           3
    24       35           3
    24       36           3
    25       13           0
    25       14           2
    25       24           1
    25       25           0
    25       26           0
    25       36           4
    25       37           1
    25       38           2
    25       48           4
    26       13           2
    26       14           4
    26       15           2
    26       25           0
    26       26           4
    26       27           0
    26       37           4
    26       38           2
    26       39           2
    27       14           2
    27       15           4
    27       16           0
    27       26           3
    27       27           4
    27       28           0
    27       38           0
    27       39           0
    27       40           3
    28       15           2
    28       16           1
    28       17           1
    28       27           0
    28       28           3
    28       29           1
    28       39           2
    28       40           0
    28       41           0
    29       16           3
    29       17           4
    29       18           3
    29       28           1
    29       29           3
    29       30           2
    29       40           2
    29       41           1
    29       42           3
    30       17           0
    30       18           3
    30       19           4
    30       29           3
    30       30           4
    30       31           4
    30       41           2
    30       42           2
    30       43           1
    31       18           3
    31       19           4
    31       20           1
    31       30           2
    31       31           2
    31       32           4
    31       42           1
    31       43           1
    31       44           0
    32       19           2
    32       20           2
    32       21           0
    32       31           2
    32       32           4
