Chessboard matrixes  Code  1034
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           0
     1        2           3
     1       12           0
     1       13           3
     1       14           2
     1       24           4
     1      133           3
     1      134           0
     1      144           1
     2        1           3
     2        2           0
     2        3           1
     2       13           2
     2       14           1
     2       15           4
     2      133           4
     2      134           1
     2      135           0
     3        2           2
     3        3           0
     3        4           2
     3       14           0
     3       15           4
     3       16           0
     3      134           4
     3      135           0
     3      136           0
     4        3           4
     4        4           2
     4        5           0
     4       15           1
     4       16           4
     4       17           1
     4      135           1
     4      136           3
     4      137           1
     5        4           3
     5        5           0
     5        6           4
     5       16           0
     5       17           4
     5       18           1
     5      136           0
     5      137           4
     5      138           0
     6        5           0
     6        6           4
     6        7           0
     6       17           0
     6       18           0
     6       19           3
     6      137           3
     6      138           4
     6      139           2
     7        6           3
     7        7           4
     7        8           3
     7       18           1
     7       19           3
     7       20           0
     7      138           3
     7      139           1
     7      140           3
     8        7           3
     8        8           4
     8        9           0
     8       19           4
     8       20           1
     8       21           3
     8      139           3
     8      140           2
     8      141           1
     9        8           0
     9        9           0
     9       10           4
     9       20           2
     9       21           3
     9       22           0
     9      140           1
     9      141           1
     9      142           1
    10        9           0
    10       10           4
    10       11           3
    10       21           3
    10       22           2
    10       23           2
    10      141           1
    10      142           3
    10      143           1
    11       10           2
    11       11           4
    11       12           0
    11       22           3
    11       23           2
    11       24           2
    11      142           2
    11      143           4
    11      144           1
    12        1           3
    12       11           1
    12       12           4
    12       13           2
    12       23           2
    12       24           4
    12      133           1
    12      143           1
    12      144           2
    13        1           1
    13        2           2
    13       12           2
    13       13           0
    13       14           3
    13       24           4
    13       25           2
    13       26           3
    13       36           4
    14        1           4
    14        2           3
    14        3           1
    14       13           0
    14       14           0
    14       15           2
    14       25           3
    14       26           4
    14       27           2
    15        2           2
    15        3           3
    15        4           3
    15       14           4
    15       15           1
    15       16           1
    15       26           0
    15       27           4
    15       28           0
    16        3           3
    16        4           4
    16        5           4
    16       15           0
    16       16           3
    16       17           4
    16       27           0
    16       28           2
    16       29           4
    17        4           3
    17        5           1
    17        6           3
    17       16           3
    17       17           1
    17       18           4
    17       28           3
    17       29           1
    17       30           2
    18        5           4
    18        6           2
    18        7           3
    18       17           0
    18       18           1
    18       19           2
    18       29           1
    18       30           0
    18       31           3
    19        6           2
    19        7           0
    19        8           2
    19       18           4
    19       19           1
    19       20           3
    19       30           1
    19       31           0
    19       32           1
    20        7           0
    20        8           1
    20        9           4
    20       19           4
    20       20           0
    20       21           4
    20       31           0
    20       32           3
    20       33           0
    21        8           3
    21        9           3
    21       10           2
    21       20           2
    21       21           1
    21       22           4
    21       32           3
    21       33           2
    21       34           3
    22        9           3
    22       10           3
    22       11           0
    22       21           0
    22       22           4
    22       23           1
    22       33           4
    22       34           0
    22       35           2
    23       10           4
    23       11           0
    23       12           2
    23       22           2
    23       23           4
    23       24           3
    23       34           3
    23       35           4
    23       36           1
    24        1           0
    24       11           0
    24       12           4
    24       13           0
    24       23           2
    24       24           3
    24       25           2
    24       35           0
    24       36           4
    25       13           3
    25       14           2
    25       24           0
    25       25           2
    25       26           2
    25       36           0
    25       37           4
    25       38           0
    25       48           3
    26       13           0
    26       14           1
    26       15           4
    26       25           2
    26       26           2
    26       27           2
    26       37           0
    26       38           3
    26       39           3
    27       14           0
    27       15           1
    27       16           3
    27       26           1
    27       27           2
    27       28           1
    27       38           4
    27       39           4
    27       40           0
    28       15           1
    28       16           0
    28       17           1
    28       27           1
    28       28           3
    28       29           1
    28       39           4
    28       40           4
    28       41           1
    29       16           1
    29       17           1
    29       18           4
    29       28           2
    29       29           1
    29       30           3
    29       40           2
    29       41           0
    29       42           3
    30       17           4
    30       18           2
    30       19           1
    30       29           3
    30       30           3
    30       31           1
    30       41           1
    30       42           1
    30       43           1
    31       18           4
    31       19           3
    31       20           3
    31       30           1
    31       31           1
    31       32           4
    31       42           1
    31       43           2
    31       44           3
    32       19           0
    32       20           4
    32       21           0
    32       31           0
    32       32           0
