Chessboard matrixes  Code  2934
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           3
     1        2           3
     1       12           2
     1       13           2
     1       14           3
     1       24           3
     1      133           3
     1      134           1
     1      144           1
     2        1           1
     2        2           2
     2        3           0
     2       13           1
     2       14           3
     2       15           0
     2      133           1
     2      134           3
     2      135           2
     3        2           2
     3        3           2
     3        4           4
     3       14           4
     3       15           2
     3       16           1
     3      134           4
     3      135           3
     3      136           1
     4        3           3
     4        4           0
     4        5           3
     4       15           2
     4       16           2
     4       17           0
     4      135           3
     4      136           4
     4      137           4
     5        4           0
     5        5           3
     5        6           2
     5       16           1
     5       17           1
     5       18           1
     5      136           1
     5      137           2
     5      138           2
     6        5           3
     6        6           0
     6        7           3
     6       17           1
     6       18           1
     6       19           0
     6      137           1
     6      138           2
     6      139           4
     7        6           0
     7        7           1
     7        8           4
     7       18           2
     7       19           3
     7       20           1
     7      138           1
     7      139           1
     7      140           0
     8        7           4
     8        8           1
     8        9           0
     8       19           3
     8       20           1
     8       21           3
     8      139           1
     8      140           0
     8      141           0
     9        8           4
     9        9           2
     9       10           2
     9       20           3
     9       21           0
     9       22           3
     9      140           0
     9      141           1
     9      142           0
    10        9           3
    10       10           4
    10       11           4
    10       21           3
    10       22           1
    10       23           3
    10      141           1
    10      142           0
    10      143           3
    11       10           1
    11       11           1
    11       12           3
    11       22           0
    11       23           1
    11       24           2
    11      142           1
    11      143           2
    11      144           0
    12        1           0
    12       11           0
    12       12           1
    12       13           2
    12       23           0
    12       24           4
    12      133           0
    12      143           2
    12      144           0
    13        1           1
    13        2           2
    13       12           1
    13       13           0
    13       14           3
    13       24           0
    13       25           3
    13       26           2
    13       36           0
    14        1           0
    14        2           4
    14        3           4
    14       13           3
    14       14           1
    14       15           3
    14       25           3
    14       26           3
    14       27           1
    15        2           3
    15        3           1
    15        4           0
    15       14           2
    15       15           3
    15       16           2
    15       26           2
    15       27           1
    15       28           1
    16        3           4
    16        4           2
    16        5           1
    16       15           3
    16       16           3
    16       17           3
    16       27           2
    16       28           1
    16       29           1
    17        4           4
    17        5           1
    17        6           3
    17       16           3
    17       17           0
    17       18           3
    17       28           4
    17       29           2
    17       30           3
    18        5           4
    18        6           3
    18        7           4
    18       17           0
    18       18           2
    18       19           1
    18       29           2
    18       30           1
    18       31           4
    19        6           1
    19        7           4
    19        8           4
    19       18           0
    19       19           1
    19       20           0
    19       30           1
    19       31           1
    19       32           3
    20        7           0
    20        8           3
    20        9           2
    20       19           2
    20       20           0
    20       21           4
    20       31           1
    20       32           2
    20       33           2
    21        8           1
    21        9           1
    21       10           3
    21       20           1
    21       21           3
    21       22           1
    21       32           1
    21       33           2
    21       34           3
    22        9           3
    22       10           3
    22       11           4
    22       21           2
    22       22           4
    22       23           4
    22       33           3
    22       34           4
    22       35           2
    23       10           2
    23       11           1
    23       12           3
    23       22           3
    23       23           3
    23       24           3
    23       34           3
    23       35           2
    23       36           0
    24        1           2
    24       11           1
    24       12           1
    24       13           3
    24       23           2
    24       24           0
    24       25           1
    24       35           1
    24       36           4
    25       13           3
    25       14           4
    25       24           2
    25       25           4
    25       26           3
    25       36           1
    25       37           4
    25       38           2
    25       48           2
    26       13           0
    26       14           1
    26       15           0
    26       25           3
    26       26           1
    26       27           4
    26       37           4
    26       38           4
    26       39           1
    27       14           0
    27       15           1
    27       16           0
    27       26           4
    27       27           0
    27       28           0
    27       38           0
    27       39           1
    27       40           3
    28       15           3
    28       16           1
    28       17           3
    28       27           4
    28       28           0
    28       29           3
    28       39           1
    28       40           2
    28       41           4
    29       16           2
    29       17           3
    29       18           0
    29       28           1
    29       29           4
    29       30           3
    29       40           0
    29       41           1
    29       42           2
    30       17           0
    30       18           0
    30       19           1
    30       29           1
    30       30           0
    30       31           2
    30       41           1
    30       42           4
    30       43           2
    31       18           4
    31       19           4
    31       20           1
    31       30           2
    31       31           4
    31       32           1
    31       42           3
    31       43           4
    31       44           4
    32       19           0
    32       20           0
    32       21           4
    32       31           4
    32       32           2
