Chessboard matrixes  Code  3034
Dimension, Median
   144       16
 Facility, Client, Transportation Cost
     1        1           4
     1        2           4
     1       12           2
     1       13           0
     1       14           1
     1       24           2
     1      133           3
     1      134           4
     1      144           3
     2        1           4
     2        2           3
     2        3           2
     2       13           3
     2       14           1
     2       15           2
     2      133           3
     2      134           4
     2      135           0
     3        2           1
     3        3           3
     3        4           4
     3       14           4
     3       15           1
     3       16           0
     3      134           1
     3      135           2
     3      136           2
     4        3           0
     4        4           4
     4        5           2
     4       15           4
     4       16           4
     4       17           0
     4      135           4
     4      136           2
     4      137           3
     5        4           3
     5        5           1
     5        6           4
     5       16           3
     5       17           1
     5       18           1
     5      136           1
     5      137           4
     5      138           2
     6        5           0
     6        6           2
     6        7           4
     6       17           3
     6       18           1
     6       19           0
     6      137           2
     6      138           3
     6      139           1
     7        6           2
     7        7           4
     7        8           0
     7       18           1
     7       19           2
     7       20           3
     7      138           4
     7      139           3
     7      140           1
     8        7           4
     8        8           4
     8        9           0
     8       19           4
     8       20           3
     8       21           2
     8      139           2
     8      140           2
     8      141           1
     9        8           1
     9        9           0
     9       10           0
     9       20           0
     9       21           4
     9       22           1
     9      140           0
     9      141           0
     9      142           1
    10        9           3
    10       10           2
    10       11           1
    10       21           4
    10       22           1
    10       23           2
    10      141           1
    10      142           1
    10      143           4
    11       10           3
    11       11           0
    11       12           2
    11       22           1
    11       23           2
    11       24           3
    11      142           3
    11      143           1
    11      144           4
    12        1           3
    12       11           4
    12       12           2
    12       13           2
    12       23           3
    12       24           4
    12      133           2
    12      143           2
    12      144           1
    13        1           0
    13        2           1
    13       12           3
    13       13           3
    13       14           0
    13       24           2
    13       25           4
    13       26           4
    13       36           1
    14        1           0
    14        2           4
    14        3           1
    14       13           2
    14       14           2
    14       15           3
    14       25           0
    14       26           1
    14       27           4
    15        2           1
    15        3           3
    15        4           4
    15       14           2
    15       15           3
    15       16           3
    15       26           4
    15       27           2
    15       28           3
    16        3           4
    16        4           3
    16        5           3
    16       15           2
    16       16           0
    16       17           3
    16       27           0
    16       28           2
    16       29           1
    17        4           2
    17        5           3
    17        6           3
    17       16           3
    17       17           4
    17       18           1
    17       28           3
    17       29           1
    17       30           1
    18        5           2
    18        6           3
    18        7           2
    18       17           1
    18       18           2
    18       19           1
    18       29           3
    18       30           0
    18       31           1
    19        6           1
    19        7           0
    19        8           3
    19       18           1
    19       19           4
    19       20           4
    19       30           0
    19       31           1
    19       32           4
    20        7           0
    20        8           1
    20        9           3
    20       19           3
    20       20           1
    20       21           4
    20       31           2
    20       32           1
    20       33           2
    21        8           4
    21        9           0
    21       10           0
    21       20           2
    21       21           2
    21       22           1
    21       32           1
    21       33           1
    21       34           3
    22        9           3
    22       10           1
    22       11           3
    22       21           2
    22       22           3
    22       23           4
    22       33           1
    22       34           4
    22       35           4
    23       10           4
    23       11           0
    23       12           1
    23       22           1
    23       23           4
    23       24           3
    23       34           1
    23       35           2
    23       36           2
    24        1           2
    24       11           1
    24       12           3
    24       13           0
    24       23           1
    24       24           3
    24       25           0
    24       35           1
    24       36           3
    25       13           4
    25       14           4
    25       24           4
    25       25           1
    25       26           3
    25       36           4
    25       37           2
    25       38           4
    25       48           0
    26       13           2
    26       14           4
    26       15           3
    26       25           3
    26       26           3
    26       27           4
    26       37           4
    26       38           0
    26       39           0
    27       14           1
    27       15           1
    27       16           4
    27       26           1
    27       27           2
    27       28           3
    27       38           1
    27       39           4
    27       40           0
    28       15           4
    28       16           2
    28       17           1
    28       27           2
    28       28           3
    28       29           0
    28       39           4
    28       40           0
    28       41           3
    29       16           1
    29       17           2
    29       18           1
    29       28           1
    29       29           0
    29       30           4
    29       40           4
    29       41           3
    29       42           4
    30       17           4
    30       18           0
    30       19           3
    30       29           0
    30       30           1
    30       31           2
    30       41           2
    30       42           0
    30       43           3
    31       18           0
    31       19           4
    31       20           0
    31       30           0
    31       31           4
    31       32           0
    31       42           4
    31       43           3
    31       44           1
    32       19           0
    32       20           0
    32       21           3
    32       31           2
    32       32           1
